YEAR,2 digit,3 digit,INDUSTRY_CODE,NAICS_TITLE,AVG_WAGE,Industry based on USCIS
2020,31,313,313000,Textile Mills,60876.22318,Manufacturing
2020,44,443,443000,Electronics and Appliance Stores,60451.33047,Retail Trade
2020,32,327,327000,Nonmetallic Mineral Product Manufacturing,59933.26034,Manufacturing
2020,32,326,326000,Plastics and Rubber Products Manufacturing,59855.09434,Manufacturing
2020,81,813,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",59800.84677,Other Services (except Public Administration)
2020,23,238,238000,Specialty Trade Contractors,59165.89655,Construction
2020,31,311,311000,Food Manufacturing,59007.7757,Manufacturing
2020,48,485,485000,Transit and Ground Passenger Transportation,58618.35341,Transportation and Warehousing
2020,53,531,531000,Real Estate,58525.02058,Real Estate and Rental and Leasing
2020,48,484,484000,Truck Transportation,58462.34973,Transportation and Warehousing
2020,49,493,493000,Warehousing and Storage,58164.87119,Transportation and Warehousing
2020,32,323,323000,Printing and Related Support Activities,57677.5,Manufacturing
2020,33,337,337000,Furniture and Related Product Manufacturing,57438.38983,Manufacturing
2020,56,561,561000,Administrative and Support Services,56747.30038,Administrative and Support and Waste Management and Remediation Services
2020,53,532,532000,Rental and Leasing Services,56435.28226,Real Estate and Rental and Leasing
2020,81,811,811000,Repair and Maintenance,55681.68279,Other Services (except Public Administration)
2020,44,446,446000,Health and Personal Care Stores,55304.04908,Retail Trade
2020,11,115,115000,Support Activities for Agriculture and Forestry,54964.18251,"Agriculture, Forestry, Fishing and Hunting"
2020,31,314,314000,Textile Product Mills,54691.92,Manufacturing
2020,31,316,316000,Leather and Allied Product Manufacturing,54474.8951,Manufacturing
2020,44,441,441000,Motor Vehicle and Parts Dealers,54364.55471,Retail Trade
2020,32,321,321000,Wood Product Manufacturing,53814.40217,Manufacturing
2020,71,712,712000,"Museums, Historical Sites, and Similar Institutions",53062.05674,"Arts, Entertainment, and Recreation"
2020,62,623,623000,Nursing and Residential Care Facilities,51764.41584,Health Care and Social Assistance
2020,81,812,812000,Personal and Laundry Services,50659.30283,Other Services (except Public Administration)
2020,11,113,113000,Forestry and Logging,50565.15152,"Agriculture, Forestry, Fishing and Hunting"
2020,72,721,721000,Accommodation,50379.54733,Accommodation and Food Services
2020,62,624,624000,Social Assistance,49778.28528,Health Care and Social Assistance
2020,71,713,713000,"Amusement, Gambling, and Recreation Industries",49641.26866,"Arts, Entertainment, and Recreation"
2020,44,444,444000,Building Material and Garden Equipment and Supplies Dealers,48908.38624,Retail Trade
2020,44,448,448000,Clothing and Clothing Accessories Stores,48735.44974,Retail Trade
2020,44,442,442000,Furniture and Home Furnishings Stores,48488.90071,Retail Trade
2020,48,487,487000,Scenic and Sightseeing Transportation,47580.10256,Transportation and Warehousing
2020,45,451,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",46099.24242,Retail Trade
2020,45,452,452000,General Merchandise Stores,46027.61905,Retail Trade
2020,44,445,445000,Food and Beverage Stores,45237.73913,Retail Trade
2020,45,453,453000,Miscellaneous Store Retailers,44463.71601,Retail Trade
2020,72,722,722000,Food Services and Drinking Places,41882.00669,Accommodation and Food Services
2020,44,447,447000,Gasoline Stations,40525.64516,Retail Trade
