occ_title,a_mean_2017,a_mean_2018,a_mean_2019,a_mean_2020,a_mean_2021,a_mean_2022,a_mean_2023,a_mean_2024
"Interviewers, Except Eligibility and Loan",34570.0,35520.0,36390.0,37640.0,38840.0,41140.0,42750.0,45400.0
"Library Assistants, Clerical",28170.0,28960.0,29820.0,30740.0,32490.0,33980.0,35970.0,37910.0
Loan Interviewers and Clerks,40610.0,41310.0,41960.0,42780.0,44910.0,46740.0,48660.0,51050.0
New Accounts Clerks,36560.0,37000.0,38490.0,39870.0,41250.0,42880.0,44670.0,47610.0
Order Clerks,35330.0,35790.0,36600.0,37660.0,41820.0,40540.0,43530.0,46270.0
"Human Resources Assistants, Except Payroll and Timekeeping",40700.0,41620.0,42620.0,44170.0,44840.0,46900.0,48800.0,50950.0
Receptionists and Information Clerks,29640.0,30350.0,31250.0,32410.0,32910.0,34600.0,36590.0,38480.0
Reservation and Transportation Ticket Agents and Travel Clerks,39850.0,41730.0,44390.0,45710.0,45630.0,45440.0,46820.0,47720.0
"Information and Record Clerks, All Other",40690.0,41900.0,42410.0,43880.0,43950.0,45910.0,47840.0,50200.0
"Material Recording, Scheduling, Dispatching, and Distributing Workers",34790.0,35950.0,43950.0,44930.0,45710.0,47770.0,50430.0,52440.0
Cargo and Freight Agents,44980.0,46070.0,46770.0,47170.0,48420.0,49740.0,52460.0,55420.0
Couriers and Messengers,30000.0,30620.0,31640.0,33010.0,34270.0,36250.0,38350.0,40060.0
"Police, Fire, and Ambulance Dispatchers",42020.0,43290.0,,,,,,
"Dispatchers, Except Police, Fire, and Ambulance",42150.0,42940.0,44100.0,44860.0,46650.0,48350.0,50830.0,53150.0
"Meter Readers, Utilities",43410.0,44640.0,46250.0,46160.0,47430.0,49800.0,53610.0,55810.0
Postal Service Clerks,49730.0,50860.0,50610.0,51200.0,53210.0,56400.0,59240.0,61070.0
Postal Service Mail Carriers,50020.0,51780.0,52180.0,53180.0,54370.0,56240.0,59340.0,59880.0
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",50160.0,51250.0,51190.0,51440.0,51010.0,52990.0,56350.0,58310.0
"Production, Planning, and Expediting Clerks",49020.0,50020.0,50640.0,52000.0,52220.0,55080.0,57610.0,60420.0
"Shipping, Receiving, and Traffic Clerks",33790.0,34980.0,,,,,,
Stock Clerks and Order Fillers,27450.0,28520.0,,,,,,
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",32330.0,34100.0,36650.0,38080.0,39540.0,41470.0,44240.0,46660.0
Secretaries and Administrative Assistants,41060.0,42320.0,43410.0,44800.0,45250.0,47670.0,49810.0,52070.0
Executive Secretaries and Executive Administrative Assistants,59400.0,61550.0,62920.0,65230.0,66870.0,71060.0,73680.0,77060.0
Legal Secretaries,48600.0,50040.0,,,,,,
Medical Secretaries,35870.0,37090.0,,,,,,
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",36920.0,38030.0,39180.0,40420.0,41080.0,43410.0,45490.0,47640.0
Other Office and Administrative Support Workers,34800.0,35940.0,36920.0,38290.0,39480.0,41550.0,43970.0,45950.0
Computer Operators,45320.0,46750.0,,,,,,
Data Entry Keyers,32530.0,33740.0,34820.0,35850.0,35940.0,37970.0,40130.0,42070.0
Word Processors and Typists,41070.0,41160.0,41880.0,42630.0,43370.0,44990.0,47170.0,49730.0
Desktop Publishers,45170.0,46750.0,48740.0,50600.0,50930.0,53390.0,57680.0,60250.0
Insurance Claims and Policy Processing Clerks,41090.0,42150.0,43280.0,45070.0,45790.0,47840.0,49530.0,51980.0
"Mail Clerks and Mail Machine Operators, Except Postal Service",31200.0,32040.0,32620.0,33700.0,34390.0,36210.0,38370.0,40200.0
"Office Clerks, General",33910.0,35200.0,36360.0,37770.0,38990.0,41140.0,43560.0,45470.0
"Office Machine Operators, Except Computer",33190.0,34530.0,35150.0,36580.0,37110.0,38300.0,39600.0,41620.0
Proofreaders and Copy Markers,40410.0,41950.0,43200.0,44670.0,46010.0,48770.0,51100.0,52730.0
Statistical Assistants,49090.0,50110.0,51640.0,52120.0,53420.0,54630.0,53900.0,55470.0
"Office and Administrative Support Workers, All Other",37360.0,37480.0,38290.0,39340.0,42580.0,43150.0,46620.0,48700.0
"Supervisors of Farming, Fishing, and Forestry Workers",50160.0,50790.0,52520.0,54420.0,54450.0,58820.0,60790.0,63360.0
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50160.0,50790.0,52520.0,54420.0,54450.0,58820.0,60790.0,63360.0
Agricultural Workers,26580.0,27910.0,29120.0,31180.0,32450.0,35440.0,37370.0,39060.0
Agricultural Inspectors,44930.0,45970.0,47160.0,48620.0,47430.0,49020.0,52170.0,55650.0
Animal Breeders,43450.0,43080.0,46420.0,43930.0,43270.0,48650.0,53520.0,56150.0
"Graders and Sorters, Agricultural Products",24620.0,26510.0,27570.0,29620.0,30400.0,32990.0,34880.0,36080.0
Agricultural Equipment Operators,31440.0,32620.0,33300.0,34070.0,36280.0,39750.0,41850.0,43920.0
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",25070.0,26450.0,27780.0,30140.0,31440.0,34300.0,36140.0,37850.0
"Farmworkers, Farm, Ranch, and Aquacultural Animals",27840.0,28840.0,29880.0,31060.0,32150.0,36290.0,37060.0,38580.0
"Agricultural Workers, All Other",35910.0,34340.0,33930.0,34330.0,37190.0,39180.0,45660.0,45780.0
Fishing and Hunting Workers,31330.0,,,,,,,
Fishers and Related Fishing Workers,31190.0,,,,,,,
"Forest, Conservation, and Logging Workers",39330.0,40500.0,41130.0,42230.0,43320.0,46210.0,49270.0,51180.0
Forest and Conservation Workers,31320.0,31320.0,32790.0,33520.0,33690.0,36010.0,36860.0,42830.0
Fallers,46930.0,48520.0,49670.0,49520.0,53760.0,58130.0,61190.0,59120.0
Logging Equipment Operators,39820.0,41840.0,42060.0,43570.0,43960.0,46570.0,49790.0,52020.0
Log Graders and Scalers,38710.0,39060.0,39110.0,38940.0,41520.0,44570.0,47120.0,48130.0
"Logging Workers, All Other",40730.0,40940.0,40390.0,41830.0,45430.0,47850.0,52950.0,53820.0
Supervisors of Construction and Extraction Workers,69200.0,70540.0,71440.0,72990.0,75060.0,77650.0,81340.0,84500.0
First-Line Supervisors of Construction Trades and Extraction Workers,69200.0,70540.0,71440.0,72990.0,75060.0,77650.0,81340.0,84500.0
Construction Trades Workers,48620.0,49850.0,51330.0,52580.0,54140.0,56510.0,59350.0,61560.0
Boilermakers,63010.0,63240.0,65040.0,67430.0,69070.0,69780.0,73840.0,76900.0
Brickmasons and Blockmasons,53390.0,54430.0,56470.0,58420.0,61430.0,62380.0,63430.0,65390.0
Stonemasons,42370.0,44370.0,48070.0,48290.0,50170.0,56100.0,56930.0,57220.0
Carpenters,49630.0,51120.0,52850.0,54200.0,55190.0,58210.0,60970.0,64040.0
Carpet Installers,44200.0,44550.0,45320.0,46150.0,48710.0,49520.0,52290.0,55860.0
"Floor Layers, Except Carpet, Wood, and Hard Tiles",44530.0,46760.0,48610.0,49740.0,53880.0,54870.0,56680.0,60550.0
Floor Sanders and Finishers,39260.0,39890.0,42300.0,41400.0,44380.0,49330.0,49910.0,50880.0
Tile and Marble Setters,46370.0,45950.0,,,,,,
Cement Masons and Concrete Finishers,45490.0,47350.0,48330.0,49390.0,50900.0,53890.0,57410.0,59360.0
Terrazzo Workers and Finishers,45520.0,47230.0,56340.0,56440.0,58380.0,61680.0,54220.0,62330.0
Construction Laborers,38890.0,40350.0,41730.0,43000.0,44130.0,46350.0,49280.0,51260.0
"Paving, Surfacing, and Tamping Equipment Operators",43890.0,44360.0,44630.0,46400.0,50590.0,52730.0,55170.0,58660.0
Pile-Driver Operators,63770.0,64360.0,,,,,,
Operating Engineers and Other Construction Equipment Operators,51890.0,53030.0,54210.0,55280.0,56280.0,59420.0,62180.0,65180.0
Drywall and Ceiling Tile Installers,49250.0,49170.0,50560.0,51930.0,54810.0,57880.0,61480.0,62810.0
Tapers,55540.0,57340.0,61550.0,62140.0,65140.0,65880.0,69300.0,70390.0
Electricians,57910.0,59190.0,60370.0,61550.0,63310.0,65280.0,67810.0,69630.0
Glaziers,47480.0,48620.0,49810.0,50970.0,51950.0,55160.0,58320.0,60260.0
"Insulation Workers, Floor, Ceiling, and Wall",40600.0,42070.0,45100.0,46860.0,44810.0,48870.0,52080.0,53440.0
"Insulation Workers, Mechanical",50710.0,53180.0,54120.0,55470.0,56260.0,59100.0,60530.0,63540.0
"Painters, Construction and Maintenance",41840.0,43050.0,44640.0,46460.0,47140.0,49350.0,52110.0,53710.0
Paperhangers,40930.0,40840.0,44470.0,49820.0,51560.0,49030.0,54020.0,51900.0
Pipelayers,43210.0,43500.0,43600.0,45060.0,48510.0,51230.0,52840.0,54270.0
"Plumbers, Pipefitters, and Steamfitters",57070.0,58150.0,59800.0,61100.0,63350.0,65190.0,67840.0,69940.0
Plasterers and Stucco Masons,45410.0,47610.0,49710.0,52100.0,54810.0,55650.0,59050.0,61000.0
Reinforcing Iron and Rebar Workers,54270.0,54670.0,54650.0,54700.0,58960.0,57780.0,60290.0,62640.0
Roofers,42780.0,43870.0,45820.0,47010.0,48890.0,51910.0,55840.0,57090.0
Sheet Metal Workers,52100.0,52710.0,54480.0,55320.0,58760.0,61300.0,64270.0,66110.0
Structural Iron and Steel Workers,56940.0,58170.0,59170.0,58650.0,61270.0,64800.0,68220.0,69270.0
Solar Photovoltaic Installers,43010.0,46010.0,46850.0,48020.0,50710.0,47970.0,53140.0,57380.0
"Helpers, Construction Trades",31980.0,32900.0,34300.0,35640.0,37340.0,39320.0,41340.0,43140.0
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",35020.0,36390.0,38440.0,40190.0,43370.0,44230.0,45590.0,49730.0
Helpers--Carpenters,31100.0,31850.0,33830.0,35360.0,37340.0,38880.0,40860.0,42080.0
Helpers--Electricians,32040.0,32960.0,34300.0,35440.0,36720.0,38840.0,41240.0,42900.0
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",30570.0,31720.0,32930.0,33520.0,35270.0,38040.0,38750.0,40880.0
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",31830.0,32570.0,33750.0,34990.0,36350.0,37590.0,39460.0,41720.0
Helpers--Roofers,29710.0,31740.0,33350.0,35080.0,36000.0,40880.0,42280.0,42070.0
"Helpers, Construction Trades, All Other",31830.0,32370.0,33400.0,35140.0,37610.0,40790.0,43090.0,44040.0
Other Construction and Related Workers,48920.0,50240.0,51600.0,52750.0,54670.0,56990.0,60050.0,62700.0
Construction and Building Inspectors,62020.0,63150.0,64390.0,66470.0,68480.0,70130.0,72880.0,76430.0
Elevator Installers and Repairers,77130.0,79370.0,,,,,,
Fence Erectors,36260.0,37650.0,38600.0,40120.0,41140.0,43780.0,46650.0,50550.0
Hazardous Materials Removal Workers,46330.0,47050.0,47740.0,49170.0,49280.0,51620.0,53430.0,55740.0
Highway Maintenance Workers,40300.0,41440.0,42410.0,43200.0,44340.0,45790.0,49070.0,51410.0
Rail-Track Laying and Maintenance Equipment Operators,56360.0,57120.0,57160.0,57430.0,60770.0,63840.0,67330.0,68270.0
Septic Tank Servicers and Sewer Pipe Cleaners,40590.0,41530.0,42760.0,43930.0,45390.0,47580.0,49590.0,52730.0
Miscellaneous Construction and Related Workers,42220.0,43000.0,44030.0,44180.0,45370.0,48620.0,51670.0,52910.0
Extraction Workers,47480.0,47760.0,48180.0,49520.0,51900.0,53850.0,56610.0,59040.0
"Derrick Operators, Oil and Gas",47510.0,47630.0,48030.0,50280.0,52140.0,53770.0,58330.0,62490.0
"Rotary Drill Operators, Oil and Gas",56180.0,56740.0,57070.0,58940.0,61840.0,60450.0,67320.0,70080.0
"Service Unit Operators, Oil, Gas, and Mining",53370.0,52780.0,,,,,,
"Earth Drillers, Except Oil and Gas",47480.0,47570.0,,,53600.0,57250.0,60250.0,63260.0
"Explosives Workers, Ordnance Handling Experts, and Blasters",52790.0,52780.0,,,57070.0,61560.0,65600.0,66840.0
Continuous Mining Machine Operators,55040.0,54470.0,56530.0,58340.0,57430.0,57120.0,62110.0,63920.0
Mine Cutting and Channeling Machine Operators,52360.0,49080.0,,,,,,
"Mining Machine Operators, All Other",50670.0,52920.0,,,,,,
"Rock Splitters, Quarry",36050.0,35760.0,37390.0,38430.0,41630.0,47010.0,47830.0,50540.0
"Roof Bolters, Mining",59310.0,59090.0,59560.0,61900.0,59170.0,63990.0,68540.0,74760.0
"Roustabouts, Oil and Gas",39850.0,40220.0,41280.0,42160.0,44730.0,45750.0,47730.0,49060.0
Helpers--Extraction Workers,36870.0,37660.0,38390.0,39150.0,40860.0,44410.0,46990.0,50330.0
"Extraction Workers, All Other",50690.0,54300.0,,,50960.0,53220.0,53050.0,54780.0
"Supervisors of Installation, Maintenance, and Repair Workers",68120.0,69320.0,70550.0,73100.0,73590.0,76020.0,79020.0,82930.0
"First-Line Supervisors of Mechanics, Installers, and Repairers",68120.0,69320.0,70550.0,73100.0,73590.0,76020.0,79020.0,82930.0
"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",52010.0,53190.0,54630.0,57400.0,57260.0,59500.0,62090.0,65000.0
"Computer, Automated Teller, and Office Machine Repairers",40140.0,40880.0,42070.0,43790.0,44170.0,47120.0,48290.0,49820.0
"Radio, Cellular, and Tower Equipment Installers and Repairers",57050.0,56340.0,57820.0,60790.0,62500.0,62570.0,64360.0,69180.0
"Telecommunications Equipment Installers and Repairers, Except Line Installers",55030.0,57080.0,58560.0,61980.0,60350.0,61670.0,64010.0,66650.0
Avionics Technicians,63650.0,65330.0,66970.0,69180.0,69860.0,74730.0,77080.0,82350.0
"Electric Motor, Power Tool, and Related Repairers",46230.0,45770.0,46620.0,49250.0,48740.0,51500.0,52550.0,56820.0
"Electrical and Electronics Installers and Repairers, Transportation Equipment",62030.0,61460.0,63670.0,70440.0,70650.0,71740.0,76380.0,80980.0
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",58250.0,59210.0,60360.0,63350.0,64230.0,66650.0,69810.0,72950.0
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",77770.0,80040.0,81280.0,83150.0,87640.0,88770.0,92840.0,97460.0
"Electronic Equipment Installers and Repairers, Motor Vehicles",36050.0,36750.0,38910.0,41250.0,43690.0,45720.0,47570.0,50240.0
Electronic Home Entertainment Equipment Installers and Repairers,38980.0,39800.0,,,,,,
Security and Fire Alarm Systems Installers,47100.0,48540.0,50210.0,52150.0,52170.0,54280.0,57400.0,60040.0
"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",44970.0,46200.0,47440.0,49420.0,50400.0,52750.0,55760.0,58880.0
Aircraft Mechanics and Service Technicians,62540.0,65230.0,67110.0,69040.0,69470.0,72640.0,76260.0,80780.0
Automotive Body and Related Repairers,45630.0,46460.0,47390.0,49430.0,50660.0,53220.0,55220.0,58830.0
Automotive Glass Installers and Repairers,35830.0,36370.0,37440.0,39660.0,40690.0,43900.0,46010.0,49580.0
Automotive Service Technicians and Mechanics,42660.0,43730.0,44890.0,46760.0,47990.0,49690.0,51940.0,55260.0
Bus and Truck Mechanics and Diesel Engine Specialists,48000.0,49150.0,50360.0,52090.0,53020.0,56140.0,59920.0,62480.0
Farm Equipment Mechanics and Service Technicians,40880.0,42190.0,43630.0,45350.0,47250.0,49930.0,52120.0,55290.0
"Mobile Heavy Equipment Mechanics, Except Engines",52370.0,53370.0,54840.0,57000.0,57280.0,59560.0,64340.0,67580.0
Rail Car Repairers,56380.0,56020.0,56810.0,58250.0,60400.0,61960.0,65690.0,67610.0
Motorboat Mechanics and Service Technicians,41350.0,42330.0,43440.0,45490.0,46660.0,50280.0,52620.0,56450.0
Motorcycle Mechanics,38270.0,39260.0,39970.0,40390.0,41970.0,44740.0,47960.0,49650.0
Outdoor Power Equipment and Other Small Engine Mechanics,36020.0,36940.0,37670.0,39090.0,40360.0,42590.0,45180.0,48200.0
Bicycle Repairers,29370.0,30290.0,31360.0,33530.0,34360.0,36770.0,39360.0,41550.0
Recreational Vehicle Service Technicians,39160.0,40090.0,41660.0,43790.0,44930.0,47320.0,50690.0,55380.0
Tire Repairers and Changers,28510.0,29530.0,30350.0,31790.0,32520.0,34970.0,37280.0,39140.0
"Other Installation, Maintenance, and Repair Occupations",45390.0,46380.0,47480.0,49650.0,50730.0,52970.0,55620.0,58660.0
Mechanical Door Repairers,41460.0,43350.0,43740.0,45350.0,45520.0,48400.0,51640.0,54110.0
"Control and Valve Installers and Repairers, Except Mechanical Door",57660.0,57890.0,59920.0,62400.0,67310.0,69410.0,72360.0,75970.0
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49530.0,50160.0,51420.0,53410.0,54690.0,57460.0,59620.0,62690.0
Home Appliance Repairers,40790.0,41020.0,42400.0,43810.0,45340.0,47500.0,50640.0,53580.0
Industrial Machinery Mechanics,53110.0,54000.0,55320.0,57350.0,58780.0,60990.0,63690.0,67160.0
"Maintenance Workers, Machinery",47240.0,48720.0,49450.0,51960.0,53570.0,55910.0,58500.0,61820.0
Millwrights,55290.0,56250.0,57050.0,59080.0,61260.0,61750.0,64310.0,68640.0
"Refractory Materials Repairers, Except Brickmasons",50080.0,52510.0,55750.0,55080.0,54760.0,51010.0,49900.0,61480.0
Electrical Power-Line Installers and Repairers,68710.0,70240.0,71960.0,74410.0,79060.0,82770.0,85900.0,90110.0
Telecommunications Line Installers and Repairers,56340.0,59000.0,59670.0,61860.0,62250.0,64280.0,69040.0,72440.0
Camera and Photographic Equipment Repairers,42510.0,42540.0,40720.0,42740.0,44260.0,46870.0,58870.0,53420.0
Medical Equipment Repairers,52260.0,52710.0,53130.0,55090.0,56420.0,60950.0,64140.0,66810.0
Musical Instrument Repairers and Tuners,39040.0,39110.0,39750.0,39770.0,39740.0,43120.0,46250.0,49020.0
Watch Repairers,39530.0,44830.0,,,,,,
"Precision Instrument and Equipment Repairers, All Other",57850.0,58060.0,59940.0,62500.0,59070.0,63970.0,65710.0,70420.0
"Maintenance and Repair Workers, General",40280.0,41020.0,41960.0,43790.0,44920.0,47130.0,49650.0,52430.0
Wind Turbine Service Technicians,56680.0,58000.0,56700.0,59340.0,58580.0,59880.0,65380.0,67580.0
"Coin, Vending, and Amusement Machine Servicers and Repairers",35290.0,36390.0,37380.0,39710.0,42010.0,42500.0,45840.0,48530.0
Commercial Divers,55270.0,59470.0,67100.0,71850.0,82010.0,85630.0,75570.0,78110.0
"Fabric Menders, Except Garment",29530.0,33550.0,,,,,,
Locksmiths and Safe Repairers,42730.0,43740.0,44460.0,46240.0,47810.0,50210.0,52130.0,55200.0
Manufactured Building and Mobile Home Installers,31810.0,32910.0,34300.0,36360.0,35830.0,38020.0,39820.0,42620.0
Riggers,50270.0,51330.0,52420.0,53020.0,52100.0,58700.0,62020.0,66600.0
Signal and Track Switch Repairers,65750.0,67800.0,72690.0,75970.0,74220.0,77370.0,81810.0,84940.0
"Helpers--Installation, Maintenance, and Repair Workers",30430.0,31390.0,32570.0,33960.0,35090.0,36750.0,38720.0,40750.0
"Installation, Maintenance, and Repair Workers, All Other",42500.0,43050.0,43800.0,46160.0,45380.0,47800.0,50480.0,53270.0
Supervisors of Production Workers,62660.0,64340.0,65220.0,66800.0,67330.0,69100.0,71730.0,74540.0
First-Line Supervisors of Production and Operating Workers,62660.0,64340.0,65220.0,66800.0,67330.0,69100.0,71730.0,74540.0
Assemblers and Fabricators,34560.0,35650.0,36310.0,37550.0,39000.0,41420.0,43470.0,45890.0
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",55400.0,55530.0,56460.0,55510.0,55380.0,60110.0,62860.0,66510.0
"Coil Winders, Tapers, and Finishers",35080.0,36610.0,38760.0,40280.0,42460.0,44850.0,46020.0,48940.0
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",34900.0,35880.0,36930.0,38750.0,39630.0,41770.0,43740.0,45930.0
Engine and Other Machine Assemblers,44520.0,45330.0,46570.0,47190.0,48110.0,51980.0,53470.0,56040.0
Structural Metal Fabricators and Fitters,40490.0,41640.0,43000.0,44750.0,45730.0,48870.0,50640.0,52740.0
Fiberglass Laminators and Fabricators,34960.0,36170.0,36970.0,38280.0,40360.0,41280.0,43920.0,47320.0
Timing Device Assemblers and Adjusters,37310.0,37460.0,38110.0,39430.0,44670.0,46480.0,52840.0,42410.0
"Assemblers and Fabricators, All Other, Including Team Assemblers",33180.0,34270.0,,,,,,
Food Processing Workers,29070.0,30090.0,31080.0,32640.0,33830.0,36300.0,38220.0,40090.0
Bakers,27920.0,28660.0,29630.0,31060.0,32300.0,34140.0,35550.0,37670.0
Butchers and Meat Cutters,32570.0,33210.0,34010.0,34630.0,35670.0,38200.0,39680.0,41300.0
"Meat, Poultry, and Fish Cutters and Trimmers",26430.0,27790.0,28810.0,30800.0,31680.0,35090.0,36840.0,38640.0
Slaughterers and Meat Packers,27830.0,28450.0,29600.0,31210.0,32010.0,34920.0,38710.0,40710.0
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",31680.0,32730.0,33880.0,35370.0,36280.0,39770.0,42410.0,44140.0
Food Batchmakers,30880.0,32090.0,33120.0,34970.0,36190.0,38710.0,40890.0,42830.0
Food Cooking Machine Operators and Tenders,30240.0,31690.0,32320.0,34180.0,35430.0,37760.0,39770.0,41930.0
"Food Processing Workers, All Other",26390.0,27590.0,28820.0,30680.0,33600.0,35430.0,37630.0,39260.0
Metal Workers and Plastic Workers,40650.0,41480.0,42050.0,43540.0,44840.0,47020.0,49350.0,52050.0
"Computer-Controlled Machine Tool Operators, Metal and Plastic",41010.0,41960.0,,,,,,
"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",55770.0,56300.0,,,,,,
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",36050.0,36620.0,37770.0,38990.0,40520.0,42580.0,45440.0,48170.0
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",40340.0,40770.0,41200.0,43480.0,44410.0,46940.0,47350.0,50900.0
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",39840.0,40790.0,41920.0,45110.0,46210.0,48250.0,49290.0,50940.0
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",34770.0,36180.0,37310.0,38650.0,40000.0,42240.0,44260.0,47060.0
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",40870.0,41490.0,42630.0,42800.0,43240.0,45350.0,47490.0,50330.0
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",35520.0,36690.0,37860.0,38800.0,40030.0,42050.0,44450.0,46600.0
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",40310.0,41090.0,41990.0,43100.0,44270.0,47820.0,48850.0,50190.0
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",43330.0,44490.0,44820.0,44920.0,47100.0,49200.0,50020.0,52940.0
Machinists,44160.0,45250.0,46120.0,47800.0,49020.0,51430.0,54600.0,57390.0
Metal-Refining Furnace Operators and Tenders,41770.0,41810.0,43280.0,46000.0,46440.0,53450.0,54340.0,57290.0
"Pourers and Casters, Metal",39930.0,39670.0,40850.0,42440.0,44910.0,46600.0,50110.0,51320.0
"Model Makers, Metal and Plastic",54820.0,56920.0,57420.0,58180.0,59080.0,60220.0,64920.0,65840.0
"Patternmakers, Metal and Plastic",45880.0,47130.0,48050.0,49570.0,49840.0,55470.0,54550.0,57930.0
Foundry Mold and Coremakers,36440.0,36820.0,36920.0,38370.0,39980.0,42000.0,45130.0,46910.0
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",33570.0,33950.0,34670.0,35960.0,37530.0,39690.0,42060.0,44130.0
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",36650.0,37510.0,38410.0,39800.0,40830.0,42040.0,43990.0,48590.0
Tool and Die Makers,53260.0,53650.0,54980.0,55520.0,56150.0,59390.0,62020.0,65100.0
"Welders, Cutters, Solderers, and Brazers",43410.0,44360.0,45190.0,46690.0,48290.0,50460.0,52640.0,55100.0
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",38880.0,39160.0,40240.0,41320.0,42950.0,46110.0,47120.0,49270.0
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",38720.0,39050.0,39840.0,41680.0,41560.0,43700.0,46540.0,49030.0
"Layout Workers, Metal and Plastic",46890.0,47380.0,48900.0,50980.0,52340.0,56170.0,60110.0,65770.0
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",34430.0,34830.0,,,,,,
"Tool Grinders, Filers, and Sharpeners",38800.0,40890.0,41970.0,43670.0,43660.0,46040.0,48520.0,51790.0
"Metal Workers and Plastic Workers, All Other",37440.0,38140.0,37790.0,39490.0,39480.0,41960.0,44780.0,45850.0
Printing Workers,37610.0,38260.0,38790.0,39890.0,40660.0,42280.0,44030.0,46260.0
Prepress Technicians and Workers,41770.0,42240.0,42540.0,43370.0,43800.0,44880.0,46540.0,49130.0
Printing Press Operators,37860.0,38470.0,39100.0,40200.0,41120.0,42730.0,44450.0,46620.0
Print Binding and Finishing Workers,34040.0,34850.0,35130.0,36430.0,37060.0,38850.0,40860.0,43040.0
"Textile, Apparel, and Furnishings Workers",26810.0,27690.0,28660.0,29920.0,31210.0,33170.0,35210.0,36970.0
Laundry and Dry-Cleaning Workers,23770.0,24480.0,25420.0,26600.0,27830.0,29660.0,31880.0,33990.0
"Pressers, Textile, Garment, and Related Materials",23080.0,24060.0,24820.0,26050.0,28110.0,30650.0,32340.0,33370.0
Sewing Machine Operators,26250.0,26990.0,28000.0,29420.0,30880.0,33130.0,35000.0,36680.0
Shoe and Leather Workers and Repairers,27550.0,29800.0,30580.0,31480.0,34890.0,34600.0,37030.0,36280.0
Shoe Machine Operators and Tenders,27530.0,30110.0,30540.0,31430.0,29920.0,34160.0,36570.0,37230.0
"Sewers, Hand",27540.0,29510.0,31020.0,30790.0,31350.0,33440.0,33860.0,34810.0
"Tailors, Dressmakers, and Custom Sewers",32150.0,34330.0,34530.0,36040.0,35430.0,37230.0,40190.0,44050.0
Textile Bleaching and Dyeing Machine Operators and Tenders,29150.0,29930.0,30810.0,31600.0,31940.0,33900.0,37570.0,39000.0
"Textile Cutting Machine Setters, Operators, and Tenders",28400.0,29440.0,29660.0,30890.0,33100.0,34970.0,37040.0,38500.0
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",29100.0,30470.0,31300.0,32370.0,33640.0,35710.0,37880.0,39470.0
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",28920.0,29660.0,30740.0,32130.0,33050.0,34610.0,37100.0,38440.0
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",34720.0,35500.0,37760.0,39170.0,40600.0,42770.0,45270.0,47420.0
Fabric and Apparel Patternmakers,49690.0,49180.0,52740.0,57880.0,64070.0,66820.0,66750.0,71630.0
Upholsterers,35060.0,35920.0,36640.0,37870.0,38220.0,41900.0,44820.0,46960.0
"Textile, Apparel, and Furnishings Workers, All Other",31280.0,31070.0,30710.0,31070.0,32840.0,35520.0,37430.0,40410.0
Woodworkers,32900.0,33680.0,34660.0,35850.0,37520.0,39750.0,42210.0,44520.0
Cabinetmakers and Bench Carpenters,35740.0,36580.0,37620.0,38900.0,40070.0,42120.0,44620.0,47460.0
Furniture Finishers,33170.0,33850.0,34350.0,35040.0,37310.0,39880.0,42490.0,44310.0
"Model Makers, Wood",52000.0,52590.0,57320.0,62600.0,60040.0,52820.0,52510.0,59780.0
"Patternmakers, Wood",51760.0,59650.0,63490.0,60750.0,51020.0,45720.0,52330.0,57920.0
