LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_NAICS_CODE
SETTER ENTERPRISES INC.,HOUSTON,TX,4247.0
TALENTWISE SOLUTIONS LLC,BELLEVUE,WA,519190.0
GLOBAL COMMUNICATION SERVICES INC.,LAKE SUCCESS,NY,621340.0
ARCHELON LLC,CHICAGO,IL,523140.0
PRESIDIO INDEPENDENT SCHOOL DISTRICT,PRESIDIO,TX,611110.0
"TOWER CONSTRUCTION GROUP, LLC",ROCKVILLE,MD,531312.0
"IG VENTEX BUILDERS, INC",KATY,TX,236210.0
"INTEGRATED MEDICAL SYSTEMS INTERNATIONAL, INC.",BIRMINGHAM,AL,33911.0
MODERN INDUSTRIES INC.,ERIE,PA,3332.0
INTERNATIONAL LEADERSHIP CHARTER SCHOOL,BRONX,NY,611110.0
LAW OFFICES OF GUANG JUN GAO,FLUSHING,NY,541110.0
"SCHENKER, INC.",FREEPORT,NY,488510.0
"DATASKILL, INC.",SAN DIEGO,CA,5415.0
IMATRIX CORP,NORTH BRUNSWICK,NJ,541511.0
DOW JONES AND COMPANY,SOUTH BRUNSWICK,NJ,51110.0
QUINCY PHYSICIANS AND SURGEONS CLINIC,QUINCY,IL,621111.0
"PHC-FORT MORGAN, INC. D/B/A COLORADO PLAINS MEDICA",FORT MORGAN,CO,621111.0
GLOBAL EDGE SOFTWAREM INC,MILPITAS,CA,541511.0
"VIRGINIA MARBLE AND GRANITE, INC.",CHANTILLY,VA,238390.0
ST. MARY'S MEDICAL MANAGEMENT,HUNTINGTON,WV,62211.0
"PPF ROCHESTER, INC.",SYRACUSE,NY,42434.0
"SAGE POLICY GROUP, INC.",BALTIMORE,MD,541690.0
"KOETTER,KIM & ASSOCIATES, INC",BOSTON,MA,541320.0
PITTSBURGH TECHNOLOGY COUNCIL,PITTSBURGH,PA,8139.0
JEFF KOONS LLC,NEW YORK,NY,711510.0
"ANNET TECHNOLOGIES (USA), INC.",DALLAS,TX,5415.0
LOBEL FINANCIAL CORPORATION,AHAHEIM,CA,522298.0
"ASENTINEL, LLC",MEMPHIS,TN,541511.0
"RICARDO ABREU MD, PA",WESLACO,TX,62111.0
"ROBINSON GLASS OF TULSA, INC",TULSA,OK,238150.0
"GREAT AMERICAN CUSTOM INSURANCE SERVICES, INC",LOS ANGELES,CA,524128.0
"CAMBIUM LEARNING, INC.",DALLAS,TX,611710.0
THE COLUMBIA GROUP,WASHINGTON,DC,541511.0
DILIGENCY ACCOUNTANCY CORPORATION,ALHAMBRA,CA,541211.0
"INDEPENDENT HEALTH ASSOCIATION, INC.",WILLIAMSVILLE,NY,621491.0
INTERNATIONAL STUDIES ABROAD INC.,AUSTIN,TX,611710.0
"ACACIA NPU, INC.",SAN FRANCISCO,CA,541990.0
"PHOENIX PHARMACEUTICALS, INC.",BURLINGAME,CA,541710.0
CISCO GENERAL CONSTRUCTION INC,RICHMOND HILL,NY,2362.0
"TOUCHNET INFORMATION SYSTEMS, INC.",LENEXA,KS,541511.0
SEOUL TRADING INC.,AUBURN,WA,424410.0
"THE ROCK CREEK GROUP, LLC",WASHINGTON,DC,523920.0
"KERNEL INVESTMENTS, INC.",CITY OF INDUSTRY,CA,316213.0
TRILOGY INTERNATIONAL INC.,DEARBORN,MI,541519.0
"NAMBE, LLC",SANTA FE,NM,423990.0
"LIU FENPING, LLC",WESTON,FL,424490.0
"PEDIATRIC DENTAL CARE OF VIRGINIA, P.C.",MARTINSVILLE,VA,6211.0
BELTWAY HOSPITALITY LLC,ROCKFORS,IL,721110.0
"EMCURE PHARMACEUTICALS, USA  INC.",EAST BRUNSWICK,NJ,541990.0
"FENOMTEK, INC.",INVERNESS,IL,541511.0
"INNOVATIVE TEXTILES, INC.",GRAND JUNCTION,CO,314991.0
C & M DRYWALL & ACOUSTICS CORP.,MASPETH,NY,236220.0
MASTERPIECE US INC,ASTORIA,NY,236210.0
"AXLETREE SOLUTIONS, INC.",NORTH BRUNSWICK,NJ,541511.0
LOLLICUP USA INC,CITY OF INDUSTRY,CA,3121.0
SEMPRA ENERGY,SAN DIEGO,CA,221000.0
BANCO PICHINCHA C.A.,MIAMI,FL,522110.0
"CASCO CIRCUITS, INC.",CHATSWORTH,CA,334412.0
"SRIR TECHNOLOGIES, INC.",PRINCETON,NJ,541511.0
SLABE MACHINE PRODUCTS,WILLOUGHBY,OH,332900.0
FOCUS CORE INC.,CHICAGO,IL,5416.0
"NAM TECHNOLOGIES, INC.",CUMMING,GA,541511.0
OEMETRIX LLC,NEW HYDE PARK,NY,332510.0
"RJ LEE GROUP, INC.",MONROEVILLE,PA,541711.0
SATOH BROTHERS INC.,GARDENA,CA,541310.0
"CHANG-SHENG, INC.",HOUSTON,TX,5415.0
SGS TESTCOM INC.,CINCINATTI,OH,541380.0
ABON PHARMACEUTICALS LLC,NORTHVALE,NJ,325411.0
CARNIVAL PHARMACY LLC,PONTIAC,MI,446110.0
INSIGHTSONE SYSTEMS,SANTA CLARA,CA,541511.0
"LIAISON TECHNOLOGIES, INC.",ALPHARETTA,GA,541611.0
COZY WALLET INC.,NEW YORK,NY,5112.0
"MEDICX MEDIA SOLUTIONS, LLC",SCOTTSDALE,AZ,519190.0
CYGNET INFOTECH LLC,PARAMUS,NJ,541511.0
"SUNDAYSKY, INC.",NEW YORK,NY,512199.0
"COLAMCO, INC.",ALTAMONTE SPRINGS,FL,423430.0
MELTWATER NEWS US1 INC.,SAN FRANCISCO,CA,541990.0
GREAT LAKES EQUITY TRADING LLC,ANN ARBOR,MI,5239.0
"VITAL RECOVERY SERVICES, INC.",NORCROSS,GA,561440.0
LCM FX LLC,NEW YORK,NY,523130.0
HIGHER ONE PAYMENTS,OAKLAND,CA,522320.0
"CHESAPEAKE BAY CANDLE COMPANY, LLC",GLEN BURNIE,MD,442299.0
GMEP ENGINEERS,IRVINE,CA,541330.0
WHIZTEK CORP.,PALATINE,IL,541511.0
SONOMA COMMUNICATIONS LLC,SUNNYVALE,CA,423690.0
GLOBAL GATEWAY ADVISORS LLC,BROOKLYN,NY,541820.0
XL MARKETING CORPORATION,NEW YORK,NY,541613.0
"SONORAN ORTHOPAEDIC TRAUMA SURGEONS, PLLC",SCOTTSDALE,AZ,621111.0
"BUZZMEDIA (F/K/A BUZZNET, INC.)",HOLLYWOOD,CA,511120.0
MINTEXRX,JERSEY CITY,NJ,446120.0
DES GLOBAL LLC,GREENVILLE,SC,541511.0
"ROTHSTEIN, KASS AND COMPANY, PC",ROSELAND,NJ,541211.0
"EVERGREEN PERFUSION, INC.",TACOMA,WA,62139.0
"RESOURCE VENTURES, LTD.",COLUMBUS,OH,541613.0
SITEL WORLDWIDE CORPORATION,NASHVILLE,TN,54151.0
SPECIALIST REHAB SERVICES INC,WATERFORD,MI,621610.0
DAKOTA SPECIALTY MILLING,FARGO,ND,541711.0
"EDUCATION DEVELOPMENT CENTER, INC.",WALTHAM,MA,611710.0
ADVANCED DENTAL CENTER,NORWOOD,MA,621210.0
NORVAX INC.,CHICAGO,IL,541511.0
"SIMPSON & SIMPSON, CPAS",LOS ANGELES,CA,541211.0
THE PHELPS GROUP,SANTA MONICA,CA,541810.0
"DOCOMO COMMUNICATIONS LABORATORIES USA, INC.",PALO ALTO,CA,517212.0
"STERLINGTECH, INC.",ROCHELLE PARK,NJ,541511.0
EMERGYS CORPORATION,MORRISVILLE,NC,541512.0
"SECRETARIAT INTERNATIONAL, INC.",ATLANTA,GA,541690.0
OFFICE OF JAMES BURNETT INC.,HOUSTON,TX,54132.0
"TIKALBAYTEK, INC.",SAN JOSE,CA,54169.0
SCHWARTZ KELLY LLC,ANNANDALE,NJ,5411.0
"DANFOSS POWER ELECTRONICS, A DIVISION OF DANFOSS L",LOVES PARK,IL,335999.0
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,ARLINGTON,VA,541800.0
"NCS TECHNOLOGIES, INC.",PISCATAWAY,NJ,541511.0
BROWN & SINGH CPA PC,MANASSAS,VA,541211.0
"CENTER FOR HEALTH CARE DELIVERY ALTERNATIVES, INC.",OAKLAND,CA,541611.0
ASSURANT INC,ATLANTA,GA,52412.0
"BROWN HARRIS STEVENS COMMERCIAL SERVICES, LLC",NEW YORK,NY,531210.0
COMMONWEALTH HEALTH CORPORATION,BOWLING GREEN,KY,62211.0
"STACK BUILDERS, INC.",NEW YORK,NY,54215.0
"JAMES J. PETERS, VETERANS AFFAIRS MEDICAL CTR",BRONX,NY,622110.0
MAPOS LLC,NEW YORK,NY,541310.0
"MGL AMERICAS, INC.",CRANBURY,NJ,541511.0
"SUPERIOR WINES, LLC",CRANFORD,NJ,4248.0
"EMCURE PHARMACEUTICALS, USA INC.",EAST BRUNSWICK,NJ,541990.0
WEISERMAZARS LLP,NEW YORK,NY,541211.0
INTEGRATED TALENT SOLUTIONS,PLEASANTON,CA,541511.0
"ANTEATER PEST CONTROL, INC.",DULUTH,GA,56171.0
BIMBIN TRADERS INC.,BALTIMORE,MD,44815.0
SUNSOFT TECHNOLOGIES INC.,FARMINGTON HILLS,MI,541511.0
"ALL IN ONE, INC.",GLENDALE,CA,541611.0
"NETPOP RESEARCH, LLC",SAN FRANCISCO,CA,54191.0
NYC-HHC JACOBI MEDICAL CENTER,BRONX,NY,622110.0
KENNAMETAL INC.,LATROBE,PA,333512.0
MEDIDATA SOLUTIONS INC.,NEW YORK,NY,511210.0
CAXTON ASSOCIATES LP,PRINCETON,NJ,523110.0
SOUTH MISSISSIPPI COUNTY SCHOOL DISTRICT,WILSON,AR,611110.0
EXCEL INDUSTRIES INC,MILES CITY,MT,238910.0
"OLIVIA MILLER, INC.",NEW YORK,NY,42434.0
HOSPITALISTS OF NORTHERN MICHIGAN PLLC,TRAVERSE CITY,MI,621111.0
"JDOS INTERNATIONALE, INC",WASHINGTON,DC,541330.0
ING LIFE INSURANCE AND ANNUITY COMPANY,ATLANTA,GA,523110.0
"A&S MANAGEMENT & INVESTMENT, INC.",RANCHO CUCAMONGA,CA,721110.0
SESAME WORKSHOP,NEW YORK,NY,512110.0
"NETWORK HEALTH SYSTEMS, INC.",MENASHA,WI,622110.0
AMERICAN ADVANCED TECHNICIANS INSTITUTE CORP.,HIALEAH,FL,923110.0
NORTHWEST MISSOURI STATE UNIVERSITY,MARYVILLE,MO,611310.0
GEORGIA-PACIFIC CONSUMER PRODUCTS LP,ATLANTA,GA,3221.0
UNITI BANK,BUENA PARK,CA,52211.0
GOLDENSOL MUSIC LLC,SAN FRANCISCO,CA,3325.0
"OLOGY MEDIA, INC.",NEW YORK,NY,519130.0
"CERTAIN AFFINITY, INC.",AUSTIN,TX,511210.0
KANEBRIDGE CORPORATION,OAKLAND,NJ,339993.0
"CANBERRA INDUSTRIES, INC.",MERIDENT,CT,541330.0
CELLTRUST CORPORATION,SCOTTSDALE,AZ,443120.0
"POLYMERA, INC.",HEBRON,OH,32599.0
DIGITAL INTELLEGENCE SYSTEMS CORPORATION (DISYS),"MCLEAN,",VA,541512.0
CHANTILLY BIOPHARMA LLC,CHANTILLY,VA,325412.0
BLUEMOUNTAIN CAPITAL MANAGEMENT LLC,NEW YORK,NY,523920.0
EMPIRICAL RESEARCH PARTNERS LLC,NEW YORK,NY,523930.0
"SCP VITALIFE MANAGEMENT COMPANY, LLC",WAYNE,PA,523910.0
"WESTERN ELECTRICAL SERVICES, INC.",PHOENIX,AZ,541330.0
THE NEW EQUATION LLC,PHILADELPHIA,PA,541519.0
WALK THE LINE TO SCI RECOVERY INC.,SOUTHFIELD,MI,62134.0
"BRIGHTSTAR US, INC.",LIBERTYVILLE,IL,517310.0
"SOUTHERN TELECOM, INC.",BROOKLYN,NY,4236.0
"DSECARGONET USA, INC.",TORRANCE,CA,488510.0
NEW YORK MEDICAL COLLEGE,VALHALLA,NY,541710.0
"GOODY, CLANCY & ASSOCIATES, INC.",BOSTON,MA,541310.0
"LLC ENTERPRISES, INC.",NEWNAN,GA,722210.0
INDEX CORP.,NOBLESVILLE,IN,333512.0
EAST BRIDGE CAPITAL MANAGEMENT LTD.,BOSTON,MA,523920.0
"ENTECH ENGINEERING, P.C.",NEW YORK,NY,541330.0
ING NORTH AMERICA INSURANCE CORPORATION,ATLANTA,GA,52310.0
IONIA CORPORATION,CAMBRIDGE,MA,541512.0
"TECHTU BUSINESS SOLUTIONS, INC",PLEASANTON,CA,541511.0
"G A PHYSICAL THERAPY, P.C.",BROOKLYN,NY,621340.0
THE WELLING UP CHURCH OF NJ INC.,TEANECK,NJ,813110.0
"CARP ASSOCIATES USA, INC.",PEARL RIVER,NY,541330.0
"WHEELING HOSPITAL, INC.",WHEELING,WV,622110.0
EXPERTS IN HOME HEALTH MANAGEMENT INC,ST. CLAIR SHORES,MI,621340.0
ST. VINCENT'S MULTISPECIALTY GROUP,BRIDGEPORT,CT,62211.0
"ZONGE INTERNATIONAL, INC.",TUCSON,AZ,54136.0
"KESSLER SOILS ENGINEERING PRODUCTS, INC.",BROADLANDS,VA,325998.0
STORMONT-VAIL HEALTHCARE,TOPEKA,KS,622110.0
"JOBSON HEALTHCARE INFORMATION, LLC",NEW YORK,NY,541910.0
DEWITT TISHMAN ARCHITECTS LLP,NEW YORK,NY,541310.0
"NXSTAGE MEDICAL, INC.",LAWRENCE,MA,3391.0
"OWN GOLD, LLC",HOUSTON,TX,212221.0
COMM GROUP INC.,DOYLESTOWN,PA,561510.0
THE PINETREE GROUP LLC,COLORADO SPRINGS,CO,811310.0
"SAILTHRU, INC.",NEW YORK,NY,541512.0
AMWAY GLOBAL MARKETING SERVICES INC.,ADA,MI,339999.0
"LIBERTYCOM, LLC",LITTLE ROCK,AR,541511.0
CARNEGIE INSTITUTION OF WASHINGTON,STANFORD,CA,5417.0
"INTELLIGENT MEDICAL DEVICES, INC.",CAMBRIDGE,MA,541710.0
MCCONELL & JONES LLP,HOUSTON,TX,54121.0
HEAVY METAL INC,CANOGA PARK,CA,4232.0
"ZOLTAN RUSZNAK, D.D.S., P.C.",ASHBURN,VA,621210.0
EQUIPMENT PARTS WHOLESALE,FRESNO,CA,423610.0
"KETTERING MEDICAL CENTER, INC.",KETTERING,OH,622110.0
"AMERICAN MANPOWER SERVICES, INC",MEMPHIS,TN,5613.0
"CENTER FOR FINANCIAL TECHNOLOGIES, INC.",NORTHBROOK,IL,54151.0
MAINE MEDICAL CENTER,PORTLAND,ME,622110.0
COMMUNITY BANK & TRUST,SHEBOYGAN,WI,522110.0
"THE BACKPLANE, INC.",PALO ALTO,CA,519130.0
"AIST-NT, INC.",NOVATO,CA,541710.0
"MERITAS ADMINISTRATIVE SERVICES, LLC",NORTHBROOK,IL,611110.0
"COMPUTER TECHNOLOGY RESOURCES, INC.",IRVINE,CA,51519.0
"DELTA Q FIRE & EXPLOSION CONSULTANTS, INC.",MARCO ISLAND,FL,922160.0
BANCO DE CREDITO E INVERSIONES - MIAMI BRANCH,MIAMI,FL,522110.0
GRAPHIC SYSTEMS INTERNATIONAL INC.,MIAMI,FL,541512.0
TECHNIGROUP USA LLC,ANAHEIM,CA,423210.0
"TAILORED, INC.",PALO ALTO,CA,541512.0
"MASS MARKET MEDIA SERVICES, LLC",NEW YORK,NY,541430.0
"JEWELRY FASHIONS,INC",NEW YORK,NY,423940.0
FUNDLY INC. (FORMERLY BLUESWARM INC.),PALO ALTO,CA,334119.0
CUSTOMWARE ASIA PACIFIC (USA) INC.,PALO ALTO,CA,541519.0
"ERC, INCORPORATED (ENGINEERING RESEARCH AND CONSUL",HUNTSVILLE,AL,5417.0
BBC WORLDWIDE AMERICAS INC.,NEW YORK,NY,515100.0
MCGUIREWOODS LLP,RICHMOND,VA,541110.0
"APAC CUSTOMER SERVICES, INC.",BANNOCKBURN,IL,561422.0
INVC.ME INC.,SAN FRANCISCO,CA,51121.0
MEATBALL MANAGEMENT LLC,BROOKLYN,NY,722310.0
P2S ENGINEERING INC.,LONG BEACH,CA,541330.0
"NUSKIN ENTERPRISES, INC.",PROVO,UT,446191.0
"BATANGA, INC.",CORAL GABLES,FL,516110.0
ASICS AMERICA CORPORATION,IRVINE,CA,423910.0
"DECISION RESOURCES, INC.",BURLINGTON,MA,541710.0
RAM MOHAN ALLAM,HOUSTON,TX,7221.0
MERRILL LYNCH,WILMINGTON,DE,523110.0
"ASPERA, INC.",EMERYVILLE,CA,541511.0
"DUCHARME, MCMILLEN &AMP; ASSOCIATES, INC.",FORT WAYNE,IN,541990.0
PITERION NORTH AMERICA INC.,FORT LEE,NJ,541511.0
CHROMA TECHNOLOGY CORP.,BELLOWS FALLS,VT,333314.0
"REID PHYSICIAN ASSOCIATES, INC.",RICHMOND,IN,622110.0
"PROFESSIONAL SERVICE INDUSTRIES, INC.",OAKBROOK TERRACE,IL,541330.0
"NATIONAL GRID USA SERVICE COMPANY, INC",WALTHAM,MA,2211.0
J KNIPPER AND COMPANY INC.,LAKEWOOD,NJ,541613.0
NARDONE MEDICAL ASSOCIATES,PAWTUCKET,RI,622110.0
"PATHWAYS TO LIFE, INC.",GREENVILLE,NC,624190.0
APN LLC,NEW YORK,NY,518112.0
"B.W. ELLIOTT MANUFACTURING COMPANY, LLC",BINGHAMTON,NY,333613.0
"ARCHER GREY, LLC",KILDEER,IL,541512.0
"VISION33, INC.",IRVINE,CA,541600.0
"CONTINENTAL UTILITY SOLUTIONS, INC.",JONESBORO,AR,541611.0
BMGM CO LLC,BROOKLYN,NY,424330.0
"THE YANKEE CANDLE COMPANY, INC.",SOUTH DEERFIELD,MA,339999.0
"THE TAO OF TEA, LLC",PORTLAND,OR,445299.0
"DIRECTV LATIN AMERICA, INC.",EL SEGUNDO,CA,513390.0
"BANCO ESPANOL DE CREDITO, S.A.",NEW YORK,NY,522110.0
MARTIN-WILLIAMS INC.,MINNEAPOLIS,MN,541810.0
BINA TECHNOLOGIES INC.,REDWOOD CITY,CA,54171.0
ARKANSAS HEALTH GROUP,LITTLE ROCK,AR,621111.0
CIENA HEALTHCARE MANAGEMENT INC.,SOUTHFIELD,MI,623110.0
EPLAX CORPORATION,MIAMI,FL,423990.0
"ARRIS GROUP, INC.",SUWANEE,GA,334220.0
"SIEMENS INDUSTRY, INC.",NEW YORK,NY,541330.0
"AUGUSTA HEALTHCARE, INC.",FISHERSVILLE,VA,621111.0
"HOSPITALISTS OF ARIZONA, INC.",NORTH HOLLYWOOD,CA,6211.0
"TRADESTATION FOREX, INC.",PLANTATION,FL,541519.0
PATHFINDER INTERNATIONAL,WATERTOWN,MA,624190.0
"HEALTH SUCCESS, LP",HARLINGEN,TX,621340.0
"RJM INTERNATIONAL, INC.",TUSTIN,CA,424610.0
MONTGOMERY BAPTIST OUTREACH SERVICES CORPORATION,MONTGOMERY,AL,621111.0
"AIR PLUS, INC.",VAN NUYS,CA,238220.0
"IMPERVA, INC.",REDWOOD SHORES,CA,541511.0
"DENOVO VENTURES, LLC",NIWOT,CO,541511.0
"SYSTEMS ANALYSES AND SOLUTIONS, INC.",TULSA,OK,541330.0
"GENERAL POLYMERS, LLC",BAYTOWN,TX,325211.0
MARS THE WORLD CO LTD,WEST HOLLYWOOD,CA,812112.0
"WARTSILA NORTH AMERICA, INC.",HOUSTON,TX,423830.0
SHRINERS HOSPITAL FOR CHILDREN,PHILADELPHIA,PA,62211.0
"MEYN AMERICA, LLC",BALL GROUND,GA,333294.0
OPTIMIZE INC.,NEW YORK,NY,523930.0
PRINCESS HOUSE,TAUNTON,MA,454390.0
MARY INSTITUTE AND SAINT LOUIS COUNTRY DAY SCHOOL,SAINT LOUIS,MO,611110.0
SR LABS LLC,NEW YORK,NY,522320.0
KRAMER DESIGN GROUP LLC,NEW YORK,NY,541990.0
EATON CORPORATION,EDEN PRAIRIE,MN,333966.0
UNIVERSAL SERVICE ADMINISTRATIVE COMPANY,WASHINGTON,DC,92119.0
"GREDE HOLDINGS, LLC",SOUTHFIELD,MI,331511.0
"IGT SOLUTIONS, INC.",CENTENNIAL,CO,54159.0
"HOLYOKE MEDICAL CENTER, INC",HOLYOKE,MA,622110.0
KENETICS INC.,HUNTSVILLE,AL,51330.0
"NEWPORT CH INTERNATIONAL, LLC",ORANGE,CA,423930.0
SAINT PETERS UNIVERSITY HOSPITAL,NEW BRUNSWICK,NJ,622110.0
SMASHBOX BEAUTY COSMETICS INC.,CULVER CITY,CA,339999.0
ONCOLOGY REHAB,GREENWOOD VILLAGE,CO,621340.0
"MULAN RESTAURANT LLC, MEMBER OF  F & T GROUP",FLUSHING,NY,722110.0
VITOL INC.,HOUSTON,TX,523130.0
RIO PRODUCTS INTL INC,IDAHO FALLS,ID,339920.0
"METICULAR, INC.",FAIRFAX,VA,541511.0
ALLEGHENY MEDICAL PRACTICE NETWORK,PITTSBURGH,PA,621111.0
L2 LLC,NEW YORK,NY,541613.0
"SEPATON, INC.",MARLBOROUGH,MA,541512.0
"EADS CASA NORTH AMERICA, INC.",HERNDON,VA,336411.0
AURA BIOSCIENCES INC,CAMBRIDGE,MA,541711.0
WESTINGHOUSE  AIR BRAKE TECHNOLOGIES,AZLE,TX,336510.0
"NETWORK DESIGN AND COMMUNICATIONS, INC.",NEW YORK,NY,541810.0
"RESPONSIVE TECHNOLOGIES, INC.",LOS ANGELES,CA,54151.0
TEST RITE PRODUCTS CORPORATION,ONTARIO,CA,337000.0
OM TRADING INC.,SILVERDALE,WA,453998.0
"LUFTHANSA SYSTEMS AMERICAS, INC.",MIAMI,FL,481111.0
ABARIS INC.,IRVINE,CA,541511.0
"ROCKY MOUNTAIN ORTHODONTICS, INC.",DENVER,CO,339112.0
"HANUMAN, LLC",MINOT,ND,721110.0
"DI LOGISTICS, INC.",MIAMI,FL,484000.0
INDUSTRIAL VIDEO & CONTROL CO.,NEWTON,MA,334310.0
"PATRICK'S CLEN UP, INC.",RENO,NV,238990.0
STATE OF WASHINGTON DEPARTMENT OF AGRICULTURE,OLYMPIA,WA,926140.0
POROUS MEDIA CORPORATION,SAINT PAUL,MN,333319.0
"ARPOM, INC.",PASADENA,CA,623110.0
"SHC SERVICES, INC.",CHICAGO,IL,623110.0
THE MARTIN AGENCY,RICHMOND,VA,541810.0
"LIONHEARTS, INC.",SPOTSYLVANIA,VA,541940.0
PULMONARY CONSULTANTS P.L.L.C,TACOMA,WA,621111.0
KIDDOS E3 INC,LOS ANGELES,CA,424330.0
"CONSERVAS, INC",WESTON,FL,541614.0
NAVJOY CONSULTING SERVICES INC.,DENVER,CO,541618.0
CITY TOURS MAINE,NOBLEBORO,ME,561510.0
"FAIRFAX & SAMMONS ARCHITECTS, P.C.",NEW YORK,NY,54131.0
"STRIKE TECHNOLOGIES, LLC",NEW YORK,NY,541511.0
"PACIFIC NORTHERN, INC.",CARROLLTON,TX,337215.0
"CHARLES S. HUH, CPA, P.S.",SEATTLE,WA,541211.0
S AND P SOLUTIONS CORPORATION,NAPERVILLE,IL,541511.0
"BBRK, INC.",PASADENA,CA,443112.0
TEXAS HEALTH RESOURCES,ARLINGTON,TX,622110.0
"BRUDERER MACHINERY, INC.",RIDGEFIELD,NJ,541330.0
"COMPUSEARCH SOFTWARE SYSTEMS, INC.",DULLES,VA,541519.0
"REID PHYSICIAN ASSOCIATES, INC.",RICHMOND,IN,62111.0
ALPINE BANK,GLENWOOD SPRINGS,CO,522110.0
LES JOHNSON & ASSOCIATES,WASHINGTON,DC,541618.0
"CONNEXION SYSTEMS & ENGINEERING, INC.",SUDBURY,MA,541690.0
"REGENCY GENERAL CONTRACTORS, INC.",MILPITAS,CA,236116.0
"MANPOWER, INC.",MILWAUKEE,WI,541690.0
"MEDICOR ASSOCIATES, INC.",ERIE,PA,621111.0
CENTURY 21 CONSTRUCTION CORPORATION,CLIFTON,NJ,2362.0
GERMAN SCHOOL CHICAGO,CHICAGO,IL,611630.0
"451 RESEARCH, LLC.",NEW YORK,NY,541910.0
SANMAR CORPORATION,ISSAQUAH,WA,424300.0
"FARGO PACIFIC, INC.",HAGATNA,GU,236110.0
"MERCURY DATA EXCHANGE, INC.",ROANOKE,VA,518210.0
"RED BULL NORTH AMERICA, INC.",SANTA MONICA,CA,3121.0
"KARL STORZ ENDOSCOPY - AMERICA, INC.",EL SEGUNDO,CA,454390.0
INNOVATIVE SERVICE TECHNOLOGY INC.,SUNNYVALE,CA,541990.0
"LIVEPERSON, INC.",NEW YORK,NY,541511.0
ENGINEERING EMPLOYEES SERVICES CORPORATION,LOS ANGELES,CA,541310.0
HIGH POINT REGIONAL HEALTH SYSTEM,HIGH POINT,NC,6221.0
"SOUNDTECH SYSTEMS, INC.",PORT ST LUCIE,FL,235310.0
"COPANS MOTORS, INC.",POMPANO BEACH,FL,441110.0
GSI  INTERACTIVE INC,KING OF PRUSSIA,PA,541613.0
OLYMPIA PLUMBING CORPORATION,MIAMI,FL,238220.0
CARE ONE AT TEANECK LLC,TEANECK,NJ,62134.0
SPIRENT COMMUNICATIONS,CALABASAS,CA,541512.0
"GENGHIS KHAN GUAM, INC.",TAMUNING,GU,442110.0
SPARTZ INC,LAPORTE,IN,5161.0
"MEDICAL DYNAMICS SYSTEMS, INC.",NEW YORK,NY,561310.0
"BMP RADIO, LLP",DALLAS,TX,515111.0
AMERASIA BANK,FLUSHING,NY,522110.0
"ARACA MERCHANDISE, L.P.",NEW YORK,NY,453220.0
"T-SYSTEMS NORTH AMERICA, INC.",TROY,MI,541512.0
"NEWPORT MECIDAL INSTRUMENTS, INC.",COSTA MESA,CA,423450.0
"FERRERO USA, INC.",SOMERSET,NJ,311340.0
COLLECTION DEVELOPMENT INC.,WALNUT,CA,334413.0
"EMERGENCY MEDICINE SPECIALISTS, S.C.",MILWAUKEE,WI,62111.0
"FISHER-ROSEMOUNT SYSTEMS, INC.",ROUND ROCK,TX,335314.0
LINKBROKERS DERIVATIVES LLC,NEW YORK,NY,523120.0
"ACCUMED INNOVATIVE TECHNOLOGIES, LLC",BUFFALO,NY,422310.0
"PHRQL, LLC",WASHINGTON,DC,51121.0
"KASSATEX, INC.",NEW YORK,NY,424310.0
INTERNATIONAL PRODUCTS CORPORATION,BURLINGTON,NJ,32561.0
SPARTANBURG COUNTY SCHOOL DISTRICT SEVEN,SPARTANBURG,SC,611110.0
CHINESE AMERICAN SERVICE LEAGUE,CHICAGO,IL,624190.0
"HEYER PERFORMANCE, INC.",NEW YORK,NY,541611.0
"DOVETAIL SYSTEMS, INC.",PARSIPPANY,NJ,541511.0
"HRSS, LLP",HOUSTON,TX,541211.0
"PALM BEACH NEPHROLOGY, PA",LOXAHATCHEE,FL,622110.0
DPT CAPITAL MANAGEMENT LLC,PRINCETON,NJ,523920.0
NAVIGANT CONSULTING ECONOMICS LLC,CHICAGO,IL,541330.0
"SIMON WIESENTHAL CENTER, INC.",LOS ANGELES,CA,813311.0
"GUTHRIE CLINIC, LTD.",SAYRE,PA,621111.0
EAST GRAVIS GROCERY INC.,SAN DIEGO,TX,4451.0
LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,CA,611310.0
"AMERICAN LAND LEASE, INC.",CLEARWATER,FL,531390.0
"REDCASTLE RESOURCES, INC.",SALT LAKE CITY,UT,541620.0
AVINA AMERICAS,WASHINGTON,DC,541720.0
NETBUILDER LLC,WEST HURLEY,NY,5112.0
"ORB OPTRONIX, INC.",KIRKLAND,WA,541330.0
"MOTION COMPUTING, INC.",AUSTIN,TX,334111.0
1ST SOURCE BANK,SOUTH BEND,IN,551111.0
"PICO RIVERA ANIMAL HOSPITAL, INC.",PICO RIVERA,CA,54194.0
"THE MAXIS GROUP, INC.",SCOTTSDALE,AZ,541690.0
AMERICAN AVIATION COMPANY,EL CAJON,CA,611512.0
"GFP SERVICES (USA), INC.",GLENCOE,IL,524298.0
