LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_NAICS_CODE
CLEAN AIR INSTITUTE,WASHINGTON,DC,813312.0
EFACTOR CORP,SAN FRANCISCO,CA,523930.0
"LHP SOFTWARE, LLC",COLUMBUS,IN,5415.0
MERCY HEALTH SERVICES,LIVONIA,MI,622110.0
H.S. USA INC.,CUPERTINO,CA,334210.0
SILICON GRAPHICS INTERNATIONAL CORP.,FREMONT,CA,334000.0
"REMEDYMD, INC.",SANDY,UT,541511.0
CATERPILLAR INC.,PEORIA,IL,333120.0
ASSO. FOR CONDUCTIVE EDUCATION & RELATED SERVICES,CRANFORD,NJ,6111.0
"TELECOM TECHNOLOGY SERVICES, INC.",PLEASANTON,CA,5171.0
"OYSTERFIELDS, LLC",MENLO PARK,CA,541611.0
"NEXANT, INC.",SAN FRANCISCO,CA,541690.0
"DEXTERITY BUSINESS ANALYSTS, INC.",WORTHINGTON,OH,541511.0
PATNI AMERICAS INC.,CAMBRIDGE,MA,541511.0
VIDYO INC.,HACKENSACK,NJ,511200.0
"DEFIANCE TESTING & ENGINEERING SERVICES, INC.",TROY,MI,541330.0
NYC-HHC ELMHURST HOSPITAL CENTER,ELMHURST,NY,622110.0
"RF MICRO DEVICES, INC.",GREENSBORO,NC,517212.0
ACNOVATE CORPORATION,SANTA CLARA,CA,541511.0
"SATYAM COMPUTER SERVICES, LTD.",PARSIPPANY,NJ,541511.0
ARIZONA STATE UNIVERSITY,TEMPE,AZ,611310.0
NORTHERN NEW MEXICO COLLEGE,ESPANOLA,NM,611310.0
ICONSOFT INC.,BURLINGTON,MA,541511.0
POPULUS GROUP,TROY,MI,561320.0
"DIAMOND INNOVATIONS, INC.",WORTHINGTON,OH,541330.0
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",PITTSBURGH,PA,541511.0
EMORY UNIVERSITY,ATLANTA,GA,611310.0
ESOURCE TECHNOLOGY LLC,CARNEGIE,PA,541519.0
"TRIPLETONE INTERNATIONAL, INC.",NORCROSS,GA,423220.0
"REGION TECHNOLOGIES, INC.",PHOENIX,AZ,541511.0
"NEXT ISSUE MEDIA, LLC",PALO ALTO,CA,516110.0
DATAMETRICS SOFTWARE SYSTEMS,PISCATAWAY,NJ,541511.0
LEO A DALY,WASHINGTON,DC,541310.0
WIPRO LIMITED,EAST BRUNSWICK,NJ,541511.0
"MANAGEMENT HEALTH SYSTEMS, INC.",SUNRISE,FL,561310.0
SYSTEM SOFT TECHNOLOGIES LLC,CLEARWATER,FL,541511.0
"BF-ELECTRONICS, LLC",PITTSBURGH,PA,454111.0
IBM INDIA PRIVATE LIMITED,RESEARCH TRIANGLE PARK,NC,541510.0
THE ROCKEFELLER UNIVERSITY,NEW YORK,NY,611310.0
"CARLSON MARKETING WORLDWIDE, INC.",PLYMOUTH,MN,541613.0
PROVIDENCE HEALTH & SERVICES,RENTON,WA,622110.0
FAST SWITCH LTD,DUBLIN,OH,541511.0
VIRGINIA COMMONWEALTH UNIVERSITY,RICHMOND,VA,611310.0
"JDC HEALTHCARE, PLLC",DALLAS,TX,621210.0
UNIVERSITY OF KANSAS MEDICAL CENTER,KANSAS CITY,KS,611310.0
"ITEGRITY, INC.",ROCKVILLE,MD,541511.0
VICKY DUPUY ENTERPRISES INC.,EL PORTAL,FL,531390.0
"APOGEE MEDICAL GROUP, PC",PHOENIX,AZ,621111.0
POLARIS SOFTWARE LAB (INDIA) LTD.,ISELIN,NJ,541512.0
"TRADEBE TREATMENT AND RECYCLING, LLC",EAST CHICAGO,IN,562211.0
"ENTERPRISE PALS, INC.",OVERLAND PARK,KS,541519.0
"METHODE ELECTRONICS, INC.",CHICAGO,IL,33531.0
"MARLABS, INC",PISCATAWAY,NJ,541511.0
STEVEN D. KEIST P.C.,GLENDALE,AZ,54111.0
"EMPIRE VISION CENTERS, INC.",SYRACUSE,NY,621320.0
"KINDRED REHAB SERVICES, INC.",LOUISVILLE,KY,621340.0
"AIT GLOBAL, INC",MATAWAN,NJ,541511.0
UST GLOBAL INC.,ALISO VIEJO,CA,541511.0
ALTRU HEALTH SYSTEM,GRAND FORKS,ND,622110.0
BYTEWARE INC,SUWANEE,GA,541511.0
"LUCID TECHNOLOGIES, INC.",ARLINGTON,TX,541511.0
RESEARCH IN MOTION CORPORATION,IRVING,TX,541511.0
"BUSINESS TECHNOLOGY, INC",JERSEY CITY,NJ,541511.0
SAGENTS INC,PARKER,CO,541511.0
WALTER KIDDE PORTABLE EQUIPMENT INC.,MEBANE,NC,56162.0
"DANFOSS TURBOCOR COMPRESSORS, INC",TALLAHASSEE,FL,336391.0
SATYAM COMPUTER SERVICES LTD.,PARSIPPANY,NJ,541519.0
LAKEPOINTE PHARMACY,ROCKWALL,TX,446110.0
COLLABERA SOLUTIONS PVT LTD FORMERLY GCI SOLUTIONS,PASADENA,CA,541511.0
"OMNIVISION TECHNOLOGIES, INC.",SANTA CLARA,CA,334400.0
"EXPERIAN INFORMATION SOLUTIONS, INC.",COSTA MESA,CA,5191.0
"SALEM TUBE, INC.",GREENVILLE,PA,331210.0
"VITECH SYSTEMS GROUP, INC.",NEW YORK,NY,541512.0
RS SOFTWARE (INDIA) LTD,MILPITAS,CA,541990.0
TECHNICAL STRATEGIES INC,CHANTILLY,VA,541512.0
SYMCON INC.,DETROIT,MI,541511.0
"HOBSONS, INC.",CINCINNATI,OH,541890.0
"AMERICAN CREW BOATS & MARINE TRANSPORTATION, LLC",KENNER,LA,488320.0
CAREFUSION CORPORATION,SAN DIEGO,CA,541710.0
"AMERIT CONSULTING, INC.",WALNUT CREEK,CA,541612.0
TAEKSOO LEE,VIENNA,VA,5411.0
"KEVIN KENNON ARCHITECT, P.C.",NEW YORK,NY,541310.0
CNBC LLC,ENGLEWOOD CLIFFS,NJ,515120.0
UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,PHILADELPHIA,PA,611310.0
CHILDREN'S NATIONAL MEDICAL CENTER,WASHINGTON,DC,622110.0
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,JACKSON,MS,611310.0
"MICRON TECHNOLOGY, INC.",BOISE,ID,334413.0
SYSTIME COMPUTER CORPORATION,SAN FRANCISCO,CA,541511.0
"EXIGEN SERVICES USA, INC.",NEW YORK,NY,54151.0
PROGRESSIVE TECHNOLOGY SOLUTIONS,MILPITAS,CA,541511.0
INDUSTRIAL SCIENTIFIC CORPORATION,OAKDALE,PA,334519.0
"FUJITSU AMERICA, INC.",SUNNYVALE,CA,541510.0
"ASAP STAFFING, LLC",NORCROSS,GA,541510.0
"TABS GROUP, INC.",SHELTON,CT,5416.0
"BECTON, DICKINSON AND COMPANY",FRANKLIN LAKES,NJ,541710.0
ZYLOG SYSTEMS LTD.,EDISON,NJ,541511.0
"PROFICIENT BUSINESS SYSTEMS, INC.",VERNON HILLS,IL,541511.0
FUSION ARCHITECTURE PLLC,PLAINVIEW,NY,541310.0
ZILLION TECHNOLOGIES INC.,FALLS CHURCH,VA,541511.0
"LA PRAIRIE, INC.",NEW YORK,NY,424210.0
ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIVA UNI,"BRONX, NEW YORK",NY,611310.0
NORTHWESTERN UNIVERSITY,EVANSTON,IL,611310.0
DEEMSYS INC,GAHANNA,OH,541511.0
"PARAM HEALTHCARE & IT SERVICES, INC",ISELIN,NJ,541511.0
GREEN HOLLOW TENNIS CLUB,EAST HAMPTON,NY,713940.0
"FRONTLINE CONSULTING SERVICES, INC.",CHARLOTTE,NC,541512.0
"PET360, INC.",PLYMOUTH MEETING,PA,453910.0
"CSG SYSTEMS, INC.",CHICAGO,IL,541613.0
DANA-FARBER CANCER INSTITUTE,BOSTON,MA,541710.0
AGMA SYSTEMS LLC,BRIDGEWATER,NJ,541511.0
AVANI TECHNOLOGY SOLUTIONS INC.,ROCHESTER,NY,541511.0
DEPARTMENT OF VETERANS AFFAIRS,DECATUR,GA,622110.0
"QUADRANT 4 CONSULTING, INC.",CRANBURY,NJ,541511.0
IBM INDIA PRIVATE LIMITED,RTP,NC,541510.0
BARCLAYS SERVICES CORP.,NEW YORK,NY,523110.0
MANDO AMERICA CORPORATION,OPELIKA,AL,336300.0
"VMWARE, INC.",PALO ALTO,CA,541511.0
"ADVANCED TECHNOLOGY GROUP USA, INC.",TROY,MI,541511.0
VICTORIA PRODUCTIONS INC.,NEW YORK,NY,541511.0
COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,TEANECK,NJ,541512.0
"TRUE NORTH CUSTOM PUBLISHING, LLC",CHATTANOOGA,TN,541810.0
"EMERGTECH BUSINESS SOLUTIONS, INC",FARMINGTON HILLS,MI,541511.0
"COMPUNNEL SOFTWARE GROUP, INC.",PLAINSBORO,NJ,541511.0
"QPAY, INC.",NORTH MIAMI BEACH,FL,511210.0
"AGITECH SOLUTIONS, INC",ALTAMONTE SPRINGS,FL,541511.0
"HEALTH CAROUSEL, LLC",CINCINNATI,OH,561310.0
"IDC TECHNOLOGIES, INC.",MILPITAS,CA,541511.0
"ZERO TRADERS, INC.",NEW YORK,NY,315239.0
"VALU-CARE HOME HEALTH SERVICES, INC.",WEST COVINA,CA,621610.0
"DELUXE ENTERTAINMENT SERVICES GROUP, INC.",LOS ANGELES,CA,51219.0
"NAVILLUS TILE, INC. DBA NAVILLUS CONTRACTING",NEW YORK,NY,541330.0
"HRK SOLUTIONS, LLC",ATLANTA,GA,541511.0
"WESTERN DENTAL SERVICES, INC.",ORANGE,CA,621210.0
"ASSUREN RESOURCES, LLC",ALPHARETTA,GA,541512.0
"KJWW, P.C.",ROCK ISLAND,IL,541330.0
BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,MD,611110.0
JEAN MARTIN INC,NEW YORK,NY,54151.0
"EVANTAGE TECHNOLOGIES INC.,",ISELIN,NJ,541511.0
"ITC INFOTECH (USA), INC.",PARAMUS,NJ,5415.0
LARSEN & TOUBRO INFOTECH LIMTED,EDISON,NJ,541512.0
"WAL-MART ASSOCIATES, INC.",BENTONVILLE,AR,452910.0
"VENTYX, INC.",ATLANTA,GA,541690.0
CARNEGIE MELLON UNIVERSITY,PITTSBURGH,PA,611310.0
VAIL RANCH VETERINARY ASSOCIATES INC,POWAY,CA,541940.0
"IMPAC MEDICAL SYSTEMS, INC.",SUNNYVALE,CA,454390.0
"V2SOLUTIONS, INC.",SANTA CLARA,CA,54151.0
ARIZONA GRAND MEDICAL CENTER PLLC,PHOENIX,AZ,621111.0
INTEL CORPORATION,SANTA CLARA,CA,334400.0
LARSEN & TOUBRO INFOTECH LIMITED,EDISON,NJ,541511.0
LAWRENCE BERKELEY NATIONAL LABORATORY,BERKELEY,CA,541710.0
ANALYSTS INTERNATIONAL CORPORATION,MINNEAPOLIS,MN,541511.0
"HORIZON COMPUTER SERVICES, INC",NORTH BRUNSWICK,NJ,541511.0
DELOITTE FINANCIAL ADVISORY SERVICES LLP,PHILADELPHIA,PA,541219.0
UNIVERSITY OF UTAH,SALT LAKE CITY,UT,611310.0
PEOPLE TECH GROUP,CONSHOHOCKEN,PA,541511.0
NATURAL HERITAGE INSTITUTE,SAN FRANCISCO,CA,541711.0
HEALTH E SYSTEMS,TAMPA,FL,561110.0
"NUMBERS ONLY, INC.",NORTH BRUNSWICK,NJ,541511.0
LOMA LINDA UNIVERSITY,SAN BERNARDINO,CA,611310.0
"CLERYSYS, INC.",CHICAGO,IL,541511.0
SOLUTELIA LLC,AURORA,CO,517910.0
"ENDRA, INC.",BOSTON,MA,33911.0
"HEXAWARE TECHNOLOGIES, INC.",JAMESBURG,NJ,541511.0
SAPIENT CORPORATION,BOSTON,MA,541512.0
"LAW OFFICES OF VAUGHAN DE KIRBY, A.P.C.",SAN FRANCISCO,CA,54111.0
"DADA ENTERTAINMENT, INC.",NEW YORK,NY,517110.0
TRIUM CORPORATION,FRISCO,TX,541511.0
"NIIT (USA), INC.",ATLANTA,GA,541512.0
REI SYSTEMS INC.,HERNDON,VA,541511.0
"NADINE JOHNSON & ASSOCIATES., INC.",NEW YORK,NY,54182.0
"PARAM CONSULTING SERVICES, INC",ISELIN,NJ,541511.0
HAMMILL MANUFACTURING CO.,MAUMEE,OH,333514.0
FLIP FORCE SAN DIEGO,SAN DIEGO,CA,713940.0
"BUSINESS OWNERS ADVANTAGE, LLC",OREM,UT,541519.0
TA INSTRUMENTS  WATERS LLC.,NEW CASTLE,DE,334516.0
CLARK ATLANTA UNIVERSITY,ATLANTA,GA,611310.0
ASTRON CONSULTING LLC,FRISCO,TX,5416.0
ECHOSTAR TECHNOLOGIES LLC,ENGLEWOOD,CO,334220.0
"BLOOMBERG, LP",NEW YORK,NY,519190.0
"SAGARSOFT, INC",GLASTONBURY,CT,541511.0
LSU HEALTH SCIENCES CENTER,SHREVEPORT,LA,611310.0
"CIMATION, LLC",HOUSTON,TX,541330.0
"EMERGENT VENTURES INTERNATIONAL, INC.",SAN FRANCISCO,CA,541700.0
PD PHARMACY LLC,BRONX,NY,424210.0
"COMPUTER TECH SREVICES, INC",FAIRFAX,VA,541519.0
"MINDTECK, INC.",ENOLA,PA,541511.0
RUSH UNIVERSITY MEDICAL CENTER,CHICAGO,IL,611310.0
AUSTIN INDEPENDENT SCHOOL DISTRICT,AUSTIN,TX,611110.0
"FORTINET, INC.",SUNNYVALE,CA,54151.0
INVICTUS INFOTECH LLC,ISELIN,NJ,541511.0
ROKKAN MEDIA LLC,NEW  YORK,NY,54161.0
BATTELLE,RICHLAND,WA,541700.0
"CHINA WI-MAX COMMUNICATIONS, INC.",GRAFTON,WI,517110.0
"APA INTERNATIONAL PLACEMENT CONSULTANTS, LLC.",NEW YORK,NY,541612.0
HEALTH DIALOG SERVICES CORPORATION,BOSTON,MA,541720.0
PARKS ASSOCIATES,DALLAS,TX,541890.0
COPIUN INC,NORTHBRIDGE,MA,541511.0
COLD SPRING HARBOR LABORATORY,COLD SPRING HARBOR,NY,541710.0
PRIMASOFT INC,ISELIN,NJ,541511.0
"STEC, INC.",SANTA ANA,CA,423430.0
"AUDUBON ENGINEERING OPERATIONS, LLC",HOUSTON,TX,541330.0
"UNIVERSITY OF CALIFORNIA, DAVIS",DAVIS,CA,611310.0
"ROAD TO RESPONSIBILITY, INC.",MARSHFIELD,MA,624190.0
"A CARING HAND, LLC",JACKSONVILLE,FL,621610.0
"CORPORATE COMPUTER SOLUTIONS, LLC",TAMPA,FL,541690.0
EMBRANE SOFTWARE INC.,SANTA CLARA,CA,541512.0
ACXIOM CORPORATION,LITTLE ROCK,AR,518210.0
"ALLIED BUSINESS CONSULTING, INC",SOUTH PLAINFIELD,NJ,541511.0
THE UNIVERSITY OF HOUSTON,HOUSTON,TX,611310.0
"SS8 NETWORKS, INC.",MILPITAS,CA,518111.0
BELSTAFF USA CORP.,NEW YORK,NY,315999.0
"IDEXCEL, INC.",HERNDON,VA,541511.0
DIASPARK INC,EDISON,NJ,541511.0
VISION IT SERVICES USA INC,FARMINGTON HILLS,MI,541511.0
BARRY HENDRICKSON'S BITZ-N-PIECES,NEW YORK,NY,448150.0
NUMERIC TECHNOLOGIES INC,WARRENVILLE,IL,541511.0
SAPOT SYSTEMS INC,HOUSTON,TX,541511.0
DUKE UNIVERSITY AND MEDICAL CENTER,DURHAM,NC,611300.0
"ROTHSTEIN, KASS & COMPANY, P.C.",ROSELAND,NJ,541211.0
"SAVANT INTERNATIONAL,INC.",FIELDSBORO,NJ,541511.0
AMERINDIA TECHNOLOGIES INC.,PLAINSBORO,NJ,541511.0
"IMG MODELS, INC.",NEW YORK,NY,711410.0
WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,611310.0
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,AMES,IA,611310.0
"PERFECT VIP, INC.",SANTA CLARA,CA,541519.0
PRIDE TECHNOLOGIES LLC,NEW YORK,NY,5415.0
"MEDALLIA, INC.",PALO ALTO,CA,541613.0
GREENSVILLE COUNTY PUBLIC SCHOOLS,EMPORIA,VA,611110.0
IBM INDIA PRIVATE LIMITED,DURHAM,NC,541510.0
"NAVISTAR, INC.",WARRENVILLE,IL,336120.0
DATAWIN SYSTEMS INC,PISCATAWAY,NJ,541511.0
"ITELLIGENCE, INC.",CINCINNATI,OH,541512.0
"TYLER TECHNOLOGIES, INC.",DALLAS,TX,5415.0
HEADSTRONG SERVICES LLC,RESTON,VA,541611.0
OUHLALA GOURMET CORP.,CORAL GABLES,FL,424490.0
KENWOOD CARE CORPORATION,LAUREL,MD,623312.0
"SYNERGIC SOLUTIONS, INC.",CHELMSFORD,MA,541511.0
LINKEDIN CORPORATION,MOUNTAIN VIEW,CA,518112.0
HORIZON TECHNOLOGIES INC,SUNNYVALE,CA,541511.0
"HITACHI GLOBAL STORAGE TECHNOLOGIES, INC.",SAN JOSE,CA,334112.0
LUCEO INC.,NAPERVILLE,IL,541519.0
"BIOMET, INC.",WARSAW,IN,339113.0
"KALE SOFTECH, INC.",EDISON,NJ,541511.0
ROCHESTER GENERAL HOSPITAL,ROCHESTER,NY,622110.0
"ROCKWELL COLLINS, INC.",CEDAR RAPIDS,IA,336400.0
NANDA INFOTECH SERVICES INC,BENSALEM,PA,541511.0
"SEEDAC, LLC",ALPHARETTA,GA,541511.0
IDEA SOLUTIONS INC.,SAN JOSE,CA,541511.0
THE UNIVERSITY OF TEXAS AT ARLINGTON,ARLINGTON,TX,611310.0
"INTERNATIONAL TECHNOLOGIES PRO, LLC",HOUSTON,TX,541511.0
TRILLIUM CHARTER SCHOOL,PORTLAND,OR,611110.0
INFOSYS CONSULTING INC.,FREMONT,CA,54161.0
"TETRASOFT, INC.",BALLWIN,MO,5415.0
D.L. DANIELSON & ASSOCIATES,LAS VEGAS,NV,5239.0
"SHAHEEN, INC.",CALERA,AL,445120.0
CHALLENGER SPORTS,LENEXA,KS,611620.0
"PACIFIC CABLE TELEVISION, INC.",MIAMI,FL,531390.0
"ITECH US, INC.",SOUTH BURLINGTON,VT,541511.0
"TALENTICON, INC",PALM HARBOR,FL,541511.0
WEBILENT TECHNOLOGY INC,WINDSOR,CT,541511.0
"SANDLENET, INC.",FREMONT,CA,541519.0
FURTHER LLC,CHERRY HILL,NJ,541330.0
"NCS PEARSON, INC.",BLOOMINGTON,MN,3341.0
KVS ENTERPRISES LLC,KENDALL PARK,NJ,541511.0
"ST. JUDE MEDICAL, CARDIAC RHYTHM MGMT DIV",SYLMAR,CA,334510.0
"ANCESTRY.COM OPERATIONS, INC.",PROVO,UT,516110.0
PERSONALIZED MEDICINE LLC,SAN FRANCISCO,CA,5417.0
"NEW YORK TECHNOLOGY PARTNERS, INC.",ROCHESTER,NY,541511.0
CORNING INCORPORATED,CORNING,NY,3399.0
"IT TRAILBLAZERS, LLC",NORTH BRUNSWICK,NJ,541511.0
UNIVERSITY OF NEW MEXICO,ALBUQUERQUE,NM,611310.0
"BROADWING MANAGEMENT CO, LLC",FORT WORTH,TX,336413.0
NITTO DENKO TECHNICAL CORPORATION,OCEANSIDE,CA,541710.0
"THE PRINCIPAL CONSULTING, INC.",SOUTH PLAINFIELD,NJ,54151.0
"UNIVERSAL BUSINESS CONSULTING, INC.",KENDALL PARK,NJ,541511.0
"DATAART SOLUTIONS, INC.",NEW YORK,NY,541511.0
BIOINSPIRE TECHNOLOGIES LLC,PALO ALTO,CA,32541.0
"GUARDIAN HEALTHCARE PROVIDERS, INC.",BRENTWOOD,TN,621340.0
COMPEST SOLUTIONS INC.,PISCATAWAY,NJ,541511.0
BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,622110.0
PRITHVI SOLUTIONS INC.,INDIANAPOLIS,IN,541511.0
NIXSOL INC.,DUNELLEN,NJ,541511.0
GLOBAL TELECOMMUNICATIONS INC,FORT LAUDERDALE,FL,5410.0
ON POINT TECHNOLOGY INC.,OAK BROOK,IL,5416.0
"OCHER TECHNOLOGY GROUP, INC.",ALPHARETTA,GA,541512.0
"ALVARADO C.P.A. FIRM, INC.",MCALLEN,TX,54121.0
"PPD DEVELOPMENT, LP",AUSTIN,TX,541710.0
ERP AND ERP CORP.,NEWTOWN,PA,541511.0
"DATANOMICS, INC.",PISCATAWAY,NJ,541511.0
"ROSE INTERNATIONAL, INC.",CHESTERFIELD,MO,541511.0
HAAS AUTOMATION,OXNARD,CA,333210.0
COLLABERA INC.; PREVIOUSLY KNOWN AS GCI,MORRISTOWN,NJ,541511.0
"CARDINAL HEALTH, INC.",DUBLIN,OH,423450.0
"ROCKWELL AUTOMATION, INC.",MILWAUKEE,WI,335314.0
"ZOLON TECH SOLUTIONS, INC.",HERNDON,VA,541511.0
TELEDATA TECHNOLOGY SOLUTIONS,WALNUT CREECK,CA,541511.0
"MAXIMA CONSULTING, INC.",WAKEFIELD,MA,541511.0
DGN TECHNOLOGIES INC,MIAMI,FL,541511.0
"NBTY, INC.",RONKONKOMA,NY,325411.0
TETRA PAK PROCESSING SYSTEMS AMERICAS INC.,GREENWOOD,IN,333993.0
UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,611310.0
"STERLING & STERLING, INC.",WOODBURY,NY,52421.0
YALE UNIVERSITY,NEW HAVEN,CT,611310.0
DEL MONTE FRESH PRODUCE,CORAL GABLES,FL,311991.0
MAPLES FIDUCIARY SERVICES (DELAWARE) LLC,NEWARK,DE,523991.0
BIRLASOFT INC,EDISON,NJ,541511.0
"TRIANZ CONSULTING, INC.",HERNDON,VA,541511.0
SYSCO NEWPORT MEAT COMPANY,IRVINE,CA,422470.0
ALTUS TECHNOLOGIES INC,STERLING,VA,541511.0
"EUROCONSULTANTS, INC.",WASHINGTON,DC,541613.0
CITIUSTECH INC.,BELLEVUE,WA,541511.0
GEODE CAPITAL MANAGEMENT LLC,MERRIMACK,NH,523999.0
ALPHA NET CONSULTING LLC,SANTA CLARA,CA,541511.0
EUGENE CORPORATION,LA MIRADA,CA,611699.0
SHUBH SOLUTIONS LLC,SAN DIEGO,CA,541511.0
PACE COMPUTER SOLUTIONS INC,COLUMBIA,MD,541511.0
SUNSET MANAGEMENT LLC,EDGEWOOD,MD,531312.0
IQUADRA INFORMATION SERVICES LLC,ATLANTA,GA,541511.0
"FILEMAKER, INC",SANTA CLARA,CA,541511.0
AMBRO MANAGEMENT CORP.,WHITE PLAINS,NY,541611.0
"SASKEN COMMUNICATION TECHNOLOGIES, LTD.",PLANO,TX,541712.0
TEKWISSEN LLC,PLYMOUTH,MI,541511.0
AIRITAN MANAGEMENT CORP.,BROOKLYN,NY,5413.0
"PJM INTERCONNECTION, LLC",NORRISTOWN,PA,221121.0
"AEW CAPITAL MANAGEMENT, L.P.",BOSTON,MA,541611.0
D.C. ILLUMINATIONS INC.,SYLVAN LAKE,MI,238210.0
"CARDUS, INC.",FARMINGTON HILLS,MI,541500.0
"AMPCUS, INC.",CHANTILLY,VA,541511.0
VALUE CONSULTING INC,HERNDON,VA,541512.0
UBS ALTERNATIVE & QUANTITATIVE INVESTMENTS LLC,STAMFORD,CT,523110.0
HITACHI CONSULTING CORPORATION,DALLAS,TX,541500.0
LARSEN & TOUBRO LIMITED,EDISON,NJ,519100.0
QUANTUM INFOTECH INC.,TROY,MI,541519.0
HOWARD UNIVERSITY,WASHINGTON,DC,611310.0
"INTELLISWIFT SOFTWARE, INC.",FREMONT,CA,541511.0
UHCP D/B/A UPMC MEP,PITTSBURGH,PA,622110.0
NACOGDOCHES COUNTY HOSPITAL DISTRICT,NACOGDOCHES,TX,622110.0
WINDOW ROCK UNIFIED SCHOOL DISTRICT #8,FT. DEFIANCE,AZ,611110.0
"UNITED SOFTWARE GROUP, INC.",DUBLIN,OH,541511.0
MATSON NAVIGATION COMPANY,OAKLAND,CA,483113.0
"FRANCISCAN ALLIANCE, INC.",INDIANAPOLIS,IN,622110.0
PERKINS COIE LLP,SEATTLE,WA,541110.0
"HURGADA PHYSICAL THERAPY, P.C.",BROOKLYN,NY,621340.0
BUXTON CONSULTING,PLEASANTON,CA,541511.0
"DIASPARK, INC.",EDISON,NJ,541512.0
SMARTSWITCH. LLC,LONDONDERRY,NH,541511.0
"SOFT COMPUTER CONSULTANTS, INC.",CLEARWATER,FL,541511.0
GENERAL HOSPITAL CORPORATION,BOSTON,MA,622110.0
DELOITTE TOUCHE TOHMATSU SERVICES INC,PHILADELPHIA,PA,541210.0
"ADVENTIST HEALTHCARE, INC.",ROCKVILLE,MD,622110.0
ECC MID ATLANTIC INC,MOON TOWNSHIP,PA,541613.0
"LAUREATE EDUCATION, INC.",BALTIMORE,MD,611310.0
CNT INFOTECH (DE) CORP.,EAST BRUNSWICK,NJ,541519.0
"SYNECHRON, INC.",PISCATAWAY,NJ,541511.0
EAST BAY HAND & PLASTIC SURGERY CENTER,FREMONT,CA,621111.0
CENTRAL CONSTRUCTION MANAGEMENT LLC,LONG ISLAND CITY,NY,23611.0
TUBA CITY UNIFIED SCHOOL DISTRICT # 15,TUBA,AZ,611110.0
"ESPRYT, INC.",KENDALL PARK,NJ,541511.0
QUALITY MATRIX INC,WESTBOROUGH,MA,541511.0
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,OKLAHOMA CITY,OK,611310.0
"AHS STAFFING, INC.",PISCATAWAY,NJ,561310.0
BENAROYA RESEARCH INSTITUTE AT VIRGINIA MASON,SEATTLE,WA,541710.0
SOFTWARE GALERIA INC,FAIRFIELD,NJ,542511.0
"TECH MAHINDRA (AMERICAS), INC.",RICHARDSON,TX,541511.0
MAGEE-WOMENS HOSPITAL OF UPMC,PITTSBURGH,PA,622110.0
"HSBC BANK USA, N.A.",BUFFALO,NY,522110.0
TEXAS A&AMP;M HEALTH SCIENCE CENTER,COLLEGE STATION,TX,611310.0
"ADECCO USA, INC.",MELVILLE,NY,541612.0
SUMMIT ELECTRIC SUPPLY,ALBUQUERQUE,NM,3353.0
"METROPOLITAN COMMUNITY SERVICES, INC.",WHITEHALL,OH,624190.0
POTORAC LAW OFFICES,FALLS CHURCH,VA,541110.0
PROSER CORPORATION,EDISON,NJ,541511.0
"GOGO, LLC",ITASCA,IL,334220.0
"AZIMUTH SYSTEMS, INC.",ACTON,MA,541511.0
"VENSITI, INC.",IRVING,TX,541512.0
GLOBAL ENERGY INNOVATIONS LLC,SANTA CLARA,CA,541690.0
THINKBRQ,MASSAPEQUA,NY,541519.0
CARE MEDICAL LLC,SALT LAKE CITY,UT,622110.0
IBM CORPORATION,DURHAM,NC,541510.0
TETRA PAK MATERIALS LP,DENTON,TX,333993.0
"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",LIVERMORE,CA,541710.0
"RESPONSYS, INC.",SAN BRUNO,CA,33422.0
"USA WINE WEST, LLC",SAUSALITO,CA,424820.0
TECHDEMOCRACY LLC,EDISON,NJ,541511.0
"PEERFIT, INC.",GAINESVILLE,FL,541990.0
JIN SHAN LLC,MARIETTA,GA,531120.0
ISOLVETECHNOLOGY INC,CHANTILLY,VA,541511.0
ACCOUNTING & CONSULTING RESOURCES,TAKOMA PARK,MD,5412.0
"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",NORTHRIDGE,CA,611330.0
"E-GATEMATRIX, LLC",RESTON,VA,722310.0
LEPRINO FOODS COMPANY,DENVER,CO,311513.0
TEKSTROM INC,NEWARK,DE,541511.0
VERSAPHARM INCORPORATED,MARIETTA,GA,32541.0
"XAD, INC.",SAN FRANCISCO,CA,511210.0
NEW MUSIC USA,NEW YORK,NY,813211.0
ARICENT TECHNOLOGIES (HOLDINGS) LTD.,EAST BRUNSWICK,NJ,541511.0
AETNA LIFE INSURANCE COMPANY,HARTFORD,CT,524114.0
IGI HEALTH LLC,PISCATAWAY,NJ,541544.0
